Gear,Year,ICESrect,lon,lat,Datatype,Countriesincluded,Hourstrawling
Otter,1996,"""34F3""",3.5,52.75,Compiled,"DNK, ENG, SCO",290
Otter,1996,"""34F4""",4.5,52.75,Compiled,"DNK, ENG, SCO",85
Otter,1996,"""33F1""",1.5,52.25,Compiled,"DNK, ENG, SCO",1875
Otter,1996,"""33F2""",2.5,52.25,Compiled,"DNK, ENG, SCO",2106
Otter,1996,"""33F3""",3.5,52.25,Compiled,"DNK, ENG, SCO",29
Otter,1996,"""32F0""",0.5,51.75,Compiled,"DNK, ENG, SCO",7105
Otter,1996,"""32F1""",1.5,51.75,Compiled,"DNK, ENG, SCO",17917
Otter,1996,"""32F2""",2.5,51.75,Compiled,"DNK, ENG, SCO",10
Otter,1996,"""31F0""",0.5,51.25,Compiled,"DNK, ENG, SCO",3731
Otter,1996,"""31F1""",1.5,51.25,Compiled,"DNK, ENG, SCO",12832
Otter,1996,"""31F2""",2.5,51.25,Compiled,"DNK, ENG, SCO",4
Otter,1996,"""52E7""",-2.5,61.75,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",57
Otter,1996,"""52E8""",-1.5,61.75,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",635
Otter,1996,"""52E9""",-0.5,61.75,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",4042
Otter,1996,"""52F0""",0.5,61.75,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",4705
Otter,1996,"""52F1""",1.5,61.75,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",3647
Otter,1996,"""52F2""",2.5,61.75,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",13
Otter,1996,"""52F3""",3.5,61.75,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",8
Otter,1996,"""52F4""",4.5,61.75,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",31
Otter,1996,"""51E6""",-3.5,61.25,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",7
Otter,1996,"""51E7""",-2.5,61.25,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",632
Otter,1996,"""51E8""",-1.5,61.25,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",6305
Otter,1996,"""51E9""",-0.5,61.25,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",2120
Otter,1996,"""51F0""",0.5,61.25,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",1960
Otter,1996,"""51F1""",1.5,61.25,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",7225
Otter,1996,"""51F2""",2.5,61.25,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",6927
Otter,1996,"""51F3""",3.5,61.25,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",18
Otter,1996,"""51F4""",4.5,61.25,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",36
Otter,1996,"""50E6""",-3.5,60.75,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",909
Otter,1996,"""50E7""",-2.5,60.75,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",4729
Otter,1996,"""50E8""",-1.5,60.75,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",294
Otter,1996,"""50E9""",-0.5,60.75,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",125
Otter,1996,"""50F0""",0.5,60.75,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",1777
Otter,1996,"""50F1""",1.5,60.75,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",1328
Otter,1996,"""50F2""",2.5,60.75,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",3294
Otter,1996,"""50F3""",3.5,60.75,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",2405
Otter,1996,"""50F4""",4.5,60.75,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",1127
Otter,1996,"""49E6""",-3.5,60.25,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",2399
Otter,1996,"""49E7""",-2.5,60.25,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",238
Otter,1996,"""49E8""",-1.5,60.25,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",38
Otter,1996,"""49E9""",-0.5,60.25,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",50
Otter,1996,"""49F0""",0.5,60.25,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",2099
Otter,1996,"""49F1""",1.5,60.25,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",1029
Otter,1996,"""49F2""",2.5,60.25,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",1344
Otter,1996,"""49F3""",3.5,60.25,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",5190
Otter,1996,"""49F4""",4.5,60.25,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",29
Otter,1996,"""49F5""",5.5,60.25,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",13
Otter,1996,"""48E6""",-3.5,59.75,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",58
Otter,1996,"""48E7""",-2.5,59.75,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",40
Otter,1996,"""48E8""",-1.5,59.75,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",39
Otter,1996,"""48E9""",-0.5,59.75,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",69
Otter,1996,"""48F0""",0.5,59.75,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",467
Otter,1996,"""48F1""",1.5,59.75,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",237
Otter,1996,"""48F2""",2.5,59.75,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",1046
Otter,1996,"""48F3""",3.5,59.75,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",2945
Otter,1996,"""48F4""",4.5,59.75,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",78
Otter,1996,"""47E6""",-3.5,59.25,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",22
Otter,1996,"""47E7""",-2.5,59.25,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",66
Otter,1996,"""47E8""",-1.5,59.25,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",45
Otter,1996,"""47E9""",-0.5,59.25,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",324
Otter,1996,"""47F0""",0.5,59.25,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",576
Otter,1996,"""47F1""",1.5,59.25,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",24
Otter,1996,"""47F2""",2.5,59.25,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",163
Otter,1996,"""47F3""",3.5,59.25,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",2165
Otter,1996,"""47F4""",4.5,59.25,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",13
Otter,1996,"""47F5""",5.5,59.25,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",2
Otter,1996,"""46E6""",-3.5,58.75,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",15
Otter,1996,"""46E7""",-2.5,58.75,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",51
Otter,1996,"""46E8""",-1.5,58.75,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",4
Otter,1996,"""46E9""",-0.5,58.75,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",5
Otter,1996,"""46F0""",0.5,58.75,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",424
Otter,1996,"""46F1""",1.5,58.75,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",25
Otter,1996,"""46F2""",2.5,58.75,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",140
Otter,1996,"""46F3""",3.5,58.75,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",14386
Otter,1996,"""46F4""",4.5,58.75,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",534
Otter,1996,"""46F5""",5.5,58.75,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",41
Otter,1996,"""45E6""",-3.5,58.25,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",47
Otter,1996,"""45E8""",-1.5,58.25,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",16
Otter,1996,"""45F0""",0.5,58.25,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",24
Otter,1996,"""45F1""",1.5,58.25,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",473
Otter,1996,"""45F2""",2.5,58.25,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",1032
Otter,1996,"""45F3""",3.5,58.25,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",5952
Otter,1996,"""45F4""",4.5,58.25,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",12357
Otter,1996,"""45F5""",5.5,58.25,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",1466
Otter,1996,"""45F6""",6.5,58.25,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",92
Otter,1996,"""44E6""",-3.5,57.75,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",5
Otter,1996,"""44E8""",-1.5,57.75,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",9
Otter,1996,"""44F0""",0.5,57.75,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",517
Otter,1996,"""44F1""",1.5,57.75,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",50
Otter,1996,"""44F2""",2.5,57.75,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",85
Otter,1996,"""44F3""",3.5,57.75,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",349
Otter,1996,"""44F4""",4.5,57.75,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",528
Otter,1996,"""44F5""",5.5,57.75,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",6176
Otter,1996,"""44F6""",6.5,57.75,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",10083
Otter,1996,"""43E7""",-2.5,57.25,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",151
Otter,1996,"""43E9""",-0.5,57.25,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",4
Otter,1996,"""43F0""",0.5,57.25,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",27
Otter,1996,"""43F1""",1.5,57.25,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",26
Otter,1996,"""43F2""",2.5,57.25,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",51
Otter,1996,"""43F3""",3.5,57.25,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",151
Otter,1996,"""43F4""",4.5,57.25,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",98
Otter,1996,"""43F5""",5.5,57.25,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",734
Otter,1996,"""43F6""",6.5,57.25,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",3389
Otter,1996,"""43F7""",7.5,57.25,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",11436
Otter,1996,"""42E7""",-2.5,56.75,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",22
Otter,1996,"""42E9""",-0.5,56.75,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",24
Otter,1996,"""42F0""",0.5,56.75,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",1174
Otter,1996,"""42F2""",2.5,56.75,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",256
Otter,1996,"""42F3""",3.5,56.75,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",130
Otter,1996,"""42F4""",4.5,56.75,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",103
Otter,1996,"""42F5""",5.5,56.75,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",621
Otter,1996,"""42F6""",6.5,56.75,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",4476
Otter,1996,"""42F7""",7.5,56.75,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",7591
Otter,1996,"""42F8""",8.5,56.75,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",218
Otter,1996,"""41E6""",-3.5,56.25,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",37
Otter,1996,"""41E9""",-0.5,56.25,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",140
Otter,1996,"""41F0""",0.5,56.25,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",511
Otter,1996,"""41F1""",1.5,56.25,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",239
Otter,1996,"""41F2""",2.5,56.25,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",439
Otter,1996,"""41F3""",3.5,56.25,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",125
Otter,1996,"""41F4""",4.5,56.25,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",776
Otter,1996,"""41F5""",5.5,56.25,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",1604
Otter,1996,"""41F6""",6.5,56.25,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",5319
Otter,1996,"""41F7""",7.5,56.25,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",306
Otter,1996,"""41F8""",8.5,56.25,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",11
Otter,1996,"""40E6""",-3.5,55.75,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",37
Otter,1996,"""40E8""",-1.5,55.75,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",51
Otter,1996,"""40E9""",-0.5,55.75,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",94
Otter,1996,"""40F0""",0.5,55.75,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",162
Otter,1996,"""40F1""",1.5,55.75,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",70
Otter,1996,"""40F2""",2.5,55.75,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",738
Otter,1996,"""40F3""",3.5,55.75,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",356
Otter,1996,"""40F4""",4.5,55.75,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",1791
Otter,1996,"""40F5""",5.5,55.75,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",2027
Otter,1996,"""40F6""",6.5,55.75,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",1639
Otter,1996,"""40F7""",7.5,55.75,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",154
Otter,1996,"""39E9""",-0.5,55.25,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",60
Otter,1996,"""39F0""",0.5,55.25,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",180
Otter,1996,"""39F1""",1.5,55.25,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",1739
Otter,1996,"""39F2""",2.5,55.25,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",581
Otter,1996,"""39F3""",3.5,55.25,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",1147
Otter,1996,"""39F4""",4.5,55.25,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",2239
Otter,1996,"""39F5""",5.5,55.25,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",892
Otter,1996,"""39F6""",6.5,55.25,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",19786
Otter,1996,"""39F7""",7.5,55.25,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",4034
Otter,1996,"""39F8""",8.5,55.25,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",884
Otter,1996,"""38E9""",-0.5,54.75,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",189
Otter,1996,"""38F0""",0.5,54.75,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",366
Otter,1996,"""38F1""",1.5,54.75,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",1598
Otter,1996,"""38F2""",2.5,54.75,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",1041
Otter,1996,"""38F3""",3.5,54.75,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",1715
Otter,1996,"""38F4""",4.5,54.75,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",12231
Otter,1996,"""38F5""",5.5,54.75,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",1553
Otter,1996,"""38F6""",6.5,54.75,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",4237
Otter,1996,"""38F7""",7.5,54.75,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",2364
Otter,1996,"""38F8""",8.5,54.75,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",34
Otter,1996,"""37E9""",-0.5,54.25,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",148
Otter,1996,"""37F0""",0.5,54.25,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",2770
Otter,1996,"""37F1""",1.5,54.25,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",1453
Otter,1996,"""37F2""",2.5,54.25,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",17823
Otter,1996,"""37F3""",3.5,54.25,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",4627
Otter,1996,"""37F4""",4.5,54.25,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",12118
Otter,1996,"""37F5""",5.5,54.25,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",4323
Otter,1996,"""37F6""",6.5,54.25,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",7165
Otter,1996,"""37F7""",7.5,54.25,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",8561
Otter,1996,"""37F8""",8.5,54.25,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",2951
Otter,1996,"""36E9""",-0.5,53.75,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",4
Otter,1996,"""36F0""",0.5,53.75,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",2945
Otter,1996,"""36F1""",1.5,53.75,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",773
Otter,1996,"""36F2""",2.5,53.75,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",3123
Otter,1996,"""36F3""",3.5,53.75,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",3594
Otter,1996,"""36F4""",4.5,53.75,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",2608
Otter,1996,"""36F5""",5.5,53.75,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",1525
Otter,1996,"""36F6""",6.5,53.75,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",1264
Otter,1996,"""36F7""",7.5,53.75,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",938
Otter,1996,"""36F8""",8.5,53.75,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",37
Otter,1996,"""35F0""",0.5,53.25,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",384
Otter,1996,"""35F1""",1.5,53.25,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",123
Otter,1996,"""35F2""",2.5,53.25,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",741
Otter,1996,"""35F3""",3.5,53.25,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",340
Otter,1996,"""35F4""",4.5,53.25,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",827
Otter,1996,"""35F5""",5.5,53.25,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",1088
Otter,1996,"""35F8""",8.5,53.25,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",9
Otter,1996,"""34F0""",0.5,52.75,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",28
Otter,1996,"""34F1""",1.5,52.75,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",226
Otter,1996,"""34F2""",2.5,52.75,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",903
Otter,1996,"""34F3""",3.5,52.75,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",2835
Otter,1996,"""34F4""",4.5,52.75,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",13329
Otter,1996,"""33F1""",1.5,52.25,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",457
Otter,1996,"""33F2""",2.5,52.25,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",1617
Otter,1996,"""33F3""",3.5,52.25,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",6947
Otter,1996,"""33F4""",4.5,52.25,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",16740
Otter,1996,"""32F1""",1.5,51.75,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",7309
Otter,1996,"""32F2""",2.5,51.75,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",5828
Otter,1996,"""32F3""",3.5,51.75,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",545
Otter,1996,"""32F4""",4.5,51.75,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",29
Otter,1996,"""31F0""",0.5,51.25,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",240
Otter,1996,"""31F1""",1.5,51.25,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",32898
Otter,1996,"""31F2""",2.5,51.25,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",11564
Otter,1996,"""31F3""",3.5,51.25,Estimated,"BEL, DEU, FRA, NLD, NOR, SWE",1427
Otter,1996,"""52E7""",-2.5,61.75,Estimation_Error,"BEL, DEU, FRA, NLD, NOR, SWE",40
Otter,1996,"""52E8""",-1.5,61.75,Estimation_Error,"BEL, DEU, FRA, NLD, NOR, SWE",446
Otter,1996,"""52E9""",-0.5,61.75,Estimation_Error,"BEL, DEU, FRA, NLD, NOR, SWE",2840
Otter,1996,"""52F0""",0.5,61.75,Estimation_Error,"BEL, DEU, FRA, NLD, NOR, SWE",3306
Otter,1996,"""52F1""",1.5,61.75,Estimation_Error,"BEL, DEU, FRA, NLD, NOR, SWE",2562
Otter,1996,"""52F2""",2.5,61.75,Estimation_Error,"BEL, DEU, FRA, NLD, NOR, SWE",9
Otter,1996,"""52F3""",3.5,61.75,Estimation_Error,"BEL, DEU, FRA, NLD, NOR, SWE",6
Otter,1996,"""52F4""",4.5,61.75,Estimation_Error,"BEL, DEU, FRA, NLD, NOR, SWE",22
Otter,1996,"""51E6""",-3.5,61.25,Estimation_Error,"BEL, DEU, FRA, NLD, NOR, SWE",4
Otter,1996,"""51E7""",-2.5,61.25,Estimation_Error,"BEL, DEU, FRA, NLD, NOR, SWE",437
Otter,1996,"""51E8""",-1.5,61.25,Estimation_Error,"BEL, DEU, FRA, NLD, NOR, SWE",4325
Otter,1996,"""51E9""",-0.5,61.25,Estimation_Error,"BEL, DEU, FRA, NLD, NOR, SWE",1471
Otter,1996,"""51F0""",0.5,61.25,Estimation_Error,"BEL, DEU, FRA, NLD, NOR, SWE",1315
Otter,1996,"""51F1""",1.5,61.25,Estimation_Error,"BEL, DEU, FRA, NLD, NOR, SWE",4641
Otter,1996,"""51F2""",2.5,61.25,Estimation_Error,"BEL, DEU, FRA, NLD, NOR, SWE",4060
Otter,1996,"""51F3""",3.5,61.25,Estimation_Error,"BEL, DEU, FRA, NLD, NOR, SWE",13
Otter,1996,"""51F4""",4.5,61.25,Estimation_Error,"BEL, DEU, FRA, NLD, NOR, SWE",25
Otter,1996,"""50E6""",-3.5,60.75,Estimation_Error,"BEL, DEU, FRA, NLD, NOR, SWE",621
Otter,1996,"""50E7""",-2.5,60.75,Estimation_Error,"BEL, DEU, FRA, NLD, NOR, SWE",3282
Otter,1996,"""50E8""",-1.5,60.75,Estimation_Error,"BEL, DEU, FRA, NLD, NOR, SWE",205
Otter,1996,"""50E9""",-0.5,60.75,Estimation_Error,"BEL, DEU, FRA, NLD, NOR, SWE",89
Otter,1996,"""50F0""",0.5,60.75,Estimation_Error,"BEL, DEU, FRA, NLD, NOR, SWE",1276
Otter,1996,"""50F1""",1.5,60.75,Estimation_Error,"BEL, DEU, FRA, NLD, NOR, SWE",937
Otter,1996,"""50F2""",2.5,60.75,Estimation_Error,"BEL, DEU, FRA, NLD, NOR, SWE",1986
Otter,1996,"""50F3""",3.5,60.75,Estimation_Error,"BEL, DEU, FRA, NLD, NOR, SWE",1587
Otter,1996,"""50F4""",4.5,60.75,Estimation_Error,"BEL, DEU, FRA, NLD, NOR, SWE",841
Otter,1996,"""49E6""",-3.5,60.25,Estimation_Error,"BEL, DEU, FRA, NLD, NOR, SWE",1687
Otter,1996,"""49E7""",-2.5,60.25,Estimation_Error,"BEL, DEU, FRA, NLD, NOR, SWE",166
Otter,1996,"""49E8""",-1.5,60.25,Estimation_Error,"BEL, DEU, FRA, NLD, NOR, SWE",27
Otter,1996,"""49E9""",-0.5,60.25,Estimation_Error,"BEL, DEU, FRA, NLD, NOR, SWE",35
Otter,1996,"""49F0""",0.5,60.25,Estimation_Error,"BEL, DEU, FRA, NLD, NOR, SWE",1503
Otter,1996,"""49F1""",1.5,60.25,Estimation_Error,"BEL, DEU, FRA, NLD, NOR, SWE",736
Otter,1996,"""49F2""",2.5,60.25,Estimation_Error,"BEL, DEU, FRA, NLD, NOR, SWE",772
Otter,1996,"""49F3""",3.5,60.25,Estimation_Error,"BEL, DEU, FRA, NLD, NOR, SWE",3092
Otter,1996,"""49F4""",4.5,60.25,Estimation_Error,"BEL, DEU, FRA, NLD, NOR, SWE",21
Otter,1996,"""49F5""",5.5,60.25,Estimation_Error,"BEL, DEU, FRA, NLD, NOR, SWE",9
Otter,1996,"""48E6""",-3.5,59.75,Estimation_Error,"BEL, DEU, FRA, NLD, NOR, SWE",40
Otter,1996,"""48E7""",-2.5,59.75,Estimation_Error,"BEL, DEU, FRA, NLD, NOR, SWE",28
Otter,1996,"""48E8""",-1.5,59.75,Estimation_Error,"BEL, DEU, FRA, NLD, NOR, SWE",27
Otter,1996,"""48E9""",-0.5,59.75,Estimation_Error,"BEL, DEU, FRA, NLD, NOR, SWE",49
Otter,1996,"""48F0""",0.5,59.75,Estimation_Error,"BEL, DEU, FRA, NLD, NOR, SWE",343
Otter,1996,"""48F1""",1.5,59.75,Estimation_Error,"BEL, DEU, FRA, NLD, NOR, SWE",159
Otter,1996,"""48F2""",2.5,59.75,Estimation_Error,"BEL, DEU, FRA, NLD, NOR, SWE",658
Otter,1996,"""48F3""",3.5,59.75,Estimation_Error,"BEL, DEU, FRA, NLD, NOR, SWE",1798
Otter,1996,"""48F4""",4.5,59.75,Estimation_Error,"BEL, DEU, FRA, NLD, NOR, SWE",52
Otter,1996,"""47E6""",-3.5,59.25,Estimation_Error,"BEL, DEU, FRA, NLD, NOR, SWE",16
Otter,1996,"""47E7""",-2.5,59.25,Estimation_Error,"BEL, DEU, FRA, NLD, NOR, SWE",47
Otter,1996,"""47E8""",-1.5,59.25,Estimation_Error,"BEL, DEU, FRA, NLD, NOR, SWE",32
Otter,1996,"""47E9""",-0.5,59.25,Estimation_Error,"BEL, DEU, FRA, NLD, NOR, SWE",227
Otter,1996,"""47F0""",0.5,59.25,Estimation_Error,"BEL, DEU, FRA, NLD, NOR, SWE",417
Otter,1996,"""47F1""",1.5,59.25,Estimation_Error,"BEL, DEU, FRA, NLD, NOR, SWE",14
Otter,1996,"""47F2""",2.5,59.25,Estimation_Error,"BEL, DEU, FRA, NLD, NOR, SWE",99
Otter,1996,"""47F3""",3.5,59.25,Estimation_Error,"BEL, DEU, FRA, NLD, NOR, SWE",1449
Otter,1996,"""47F4""",4.5,59.25,Estimation_Error,"BEL, DEU, FRA, NLD, NOR, SWE",9
